kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,save_trm,intr_rate,intr_rate2,search_text
페퍼저축은행,"6개월 회전정기예금 (인터넷, 모바일,비대면) (6개월 단위 변동금리상품)","인터넷,스마트폰","* 만기 후 1개월 이내 기간 : 최종 회전이율과 만기 시점 동일 상품 동일 계약기간의 신규 약정금리 중 낮은 금리를 적용
* 만기 후 1개월 초과 이후 기간 : 보통예금 이율(연 0.50%) 적용",우대사항없음,1,제한없음,최소가입금액: 10만원 이상,,6,3.05,3.05,"상품명: 6개월 회전정기예금 (인터넷, 모바일,비대면) (6개월 단위 변동금리상품)
금융회사: 페퍼저축은행
기본금리: 3.05%
최고금리: 3.05%
저축기간: 6개월
최고한도: nan
우대조건: 우대사항없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인저축은행,파킹통장 369 정기예금,"영업점,인터넷,스마트폰","[2019년 7월 1일 이전 신규] 연 0.1% (세전) [2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,"- 24개월 복리식 상품, 개설시 계약기간 입력란에 24개월을 입력
[중도해지이율]
- 1개월 미만 : 연1.00%
- 1개월 이상 : 연1.51%
- 3개월 이상 : 연1.91%
- 6개월 이상 : 연2.01%
- 9개월 이상 : 연2.11%",,6,2.01,2.01,"상품명: 파킹통장 369 정기예금
금융회사: 상상인저축은행
기본금리: 2.01%
최고금리: 2.01%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점,인터넷,스마트폰"
상상인저축은행,파킹통장 369 정기예금E,"인터넷,스마트폰","[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,24,2.11,2.11,"상품명: 파킹통장 369 정기예금E
금융회사: 상상인저축은행
기본금리: 2.11%
최고금리: 2.11%
저축기간: 24개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인저축은행,비대면 파킹통장 369 정기예금,스마트폰,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,24,2.11,2.11,"상품명: 비대면 파킹통장 369 정기예금
금융회사: 상상인저축은행
기본금리: 2.11%
최고금리: 2.11%
저축기간: 24개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,뱅뱅뱅 파킹통장 369 정기예금,스마트폰,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,24,2.11,2.11,"상품명: 뱅뱅뱅 파킹통장 369 정기예금
금융회사: 상상인저축은행
기본금리: 2.11%
최고금리: 2.11%
저축기간: 24개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,뱅뱅뱅369회전정기예금,스마트폰,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,1,제한없음,없음,,3,1.96,1.96,"상품명: 뱅뱅뱅369회전정기예금
금융회사: 상상인저축은행
기본금리: 1.96%
최고금리: 1.96%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,369회전정기예금,영업점,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,1,제한없음,없음,,3,1.96,1.96,"상품명: 369회전정기예금
금융회사: 상상인저축은행
기본금리: 1.96%
최고금리: 1.96%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인저축은행,369회전정기예금E,"인터넷,스마트폰",만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,1,제한없음,없음,,3,1.96,1.96,"상품명: 369회전정기예금E
금융회사: 상상인저축은행
기본금리: 1.96%
최고금리: 1.96%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인저축은행,비대면369회전정기예금,스마트폰,만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전),없음,1,제한없음,없음,,3,1.96,1.96,"상품명: 비대면369회전정기예금
금융회사: 상상인저축은행
기본금리: 1.96%
최고금리: 1.96%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,뱅뱅뱅 회전정기예금,스마트폰,"신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,12,3.2,3.2,"상품명: 뱅뱅뱅 회전정기예금
금융회사: 상상인저축은행
기본금리: 3.2%
최고금리: 3.2%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,회전정기예금,영업점,"신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,12,3.15,3.15,"상품명: 회전정기예금
금융회사: 상상인저축은행
기본금리: 3.15%
최고금리: 3.15%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인저축은행,회전E-정기예금,"인터넷,스마트폰","신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,12,3.2,3.2,"상품명: 회전E-정기예금
금융회사: 상상인저축은행
기본금리: 3.2%
최고금리: 3.2%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인저축은행,비대면 회전정기예금,스마트폰,"신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,12,3.2,3.2,"상품명: 비대면 회전정기예금
금융회사: 상상인저축은행
기본금리: 3.2%
최고금리: 3.2%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,정기예금,영업점,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,12,3.05,3.05,"상품명: 정기예금
금융회사: 상상인저축은행
기본금리: 3.05%
최고금리: 3.05%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인저축은행,정기예금-단기,영업점,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,1,1.86,1.86,"상품명: 정기예금-단기
금융회사: 상상인저축은행
기본금리: 1.86%
최고금리: 1.86%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인저축은행,e-정기예금,"인터넷,스마트폰","[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,12,3.1,3.1,"상품명: e-정기예금
금융회사: 상상인저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인저축은행,e-정기예금-단기,"인터넷,스마트폰","[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,1,1.86,1.86,"상품명: e-정기예금-단기
금융회사: 상상인저축은행
기본금리: 1.86%
최고금리: 1.86%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인저축은행,비대면 정기예금,스마트폰,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,12,3.1,3.1,"상품명: 비대면 정기예금
금융회사: 상상인저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,비대면 정기예금-단기,스마트폰,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,1,1.86,1.86,"상품명: 비대면 정기예금-단기
금융회사: 상상인저축은행
기본금리: 1.86%
최고금리: 1.86%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,뱅뱅뱅 정기예금,스마트폰,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,12,3.1,3.1,"상품명: 뱅뱅뱅 정기예금
금융회사: 상상인저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,뱅뱅뱅 정기예금-단기,스마트폰,"[2019년 7월 1일 이전 신규]
연 0.1% (세전)

[2019년 7월 1일 신규분부터]
- 1개월 이내 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율
- 1개월 초과 : 연 0.1% (세전)",없음,1,제한없음,없음,,1,1.86,1.86,"상품명: 뱅뱅뱅 정기예금-단기
금융회사: 상상인저축은행
기본금리: 1.86%
최고금리: 1.86%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,뱅뱅뱅 9개월 회전정기예금,스마트폰,"신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,36,3.21,3.21,"상품명: 뱅뱅뱅 9개월 회전정기예금
금융회사: 상상인저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인저축은행,9개월 회전정기예금,영업점,"신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,36,3.21,3.21,"상품명: 9개월 회전정기예금
금융회사: 상상인저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인저축은행,e-9개월 회전정기예금,"인터넷,스마트폰","신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,36,3.21,3.21,"상품명: e-9개월 회전정기예금
금융회사: 상상인저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인저축은행,비대면 9개월 회전정기예금,스마트폰,"신규가입일 당시 영업점 및 인터넷 홈페이지에 고시한 경과기간별 만기후이자율 적용
-1개월 이내: 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정금리 중 낮은 금리를 적용
-1개월 초과: 보통예금 이율: 연0.1%(세전)",없음,1,제한없음,없음,,36,3.21,3.21,"상품명: 비대면 9개월 회전정기예금
금융회사: 상상인저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
한화저축은행,한화가족사랑정기예금,영업점,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,,6,2.9,2.9,"상품명: 한화가족사랑정기예금
금융회사: 한화저축은행
기본금리: 2.9%
최고금리: 2.9%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
한화저축은행,e뱅킹정기예금,"인터넷,스마트폰","- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,"인터넷뱅킹, 스마트폰뱅킹 전용",없음,,1,1.6,1.6,"상품명: e뱅킹정기예금
금융회사: 한화저축은행
기본금리: 1.6%
최고금리: 1.6%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 인터넷뱅킹, 스마트폰뱅킹 전용
가입방법: 인터넷,스마트폰"
한화저축은행,한화자동연장정기예금,영업점,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,,1,1.6,1.6,"상품명: 한화자동연장정기예금
금융회사: 한화저축은행
기본금리: 1.6%
최고금리: 1.6%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
한화저축은행,한화회전정기예금,영업점,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,제한없음,없음,,3,2.55,2.55,"상품명: 한화회전정기예금
금융회사: 한화저축은행
기본금리: 2.55%
최고금리: 2.55%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
한화저축은행,한화e-회전정기예금,"인터넷,스마트폰","- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,"인터넷뱅킹, 스마트폰뱅킹 전용",없음,,3,2.6,2.6,"상품명: 한화e-회전정기예금
금융회사: 한화저축은행
기본금리: 2.6%
최고금리: 2.6%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 인터넷뱅킹, 스마트폰뱅킹 전용
가입방법: 인터넷,스마트폰"
한화저축은행,Mymo 정기예금,스마트폰,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,자체앱(Mymo) 전용,자체앱(Mymo) 전용,,1,1.6,1.6,"상품명: Mymo 정기예금
금융회사: 한화저축은행
기본금리: 1.6%
최고금리: 1.6%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 자체앱(Mymo) 전용
가입방법: 스마트폰"
한화저축은행,Mymo 회전정기예금,스마트폰,"- 만기 후 1개월 이하: 만기일 현재 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",없음,1,자체앱(Mymo) 전용,자체앱(Mymo) 전용,,6,2.8,2.8,"상품명: Mymo 회전정기예금
금융회사: 한화저축은행
기본금리: 2.8%
최고금리: 2.8%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 자체앱(Mymo) 전용
가입방법: 스마트폰"
CK저축은행,"정기예금(인터넷,모바일,비대면)","인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,1,제한없음,스마트폰 및 인터넷 전용가입,1000000000.0,1,2.1,2.1,"상품명: 정기예금(인터넷,모바일,비대면)
금융회사: CK저축은행
기본금리: 2.1%
최고금리: 2.1%
저축기간: 1개월
최고한도: 1000000000.0
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
CK저축은행,정기예금(강릉지점),영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,1,제한없음,없음,1000000000.0,1,1.0,1.0,"상품명: 정기예금(강릉지점)
금융회사: CK저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: 1000000000.0
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
CK저축은행,정기예금(춘천본점),영업점,- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,1,제한없음,없음,1000000000.0,1,1.0,1.0,"상품명: 정기예금(춘천본점)
금융회사: CK저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: 1000000000.0
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
대명상호저축은행,정기예금,영업점,"- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,1,누구나가입가능,없음,,3,2.4,2.4,"상품명: 정기예금
금융회사: 대명상호저축은행
기본금리: 2.4%
최고금리: 2.4%
저축기간: 3개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 누구나가입가능
가입방법: 영업점"
대명상호저축은행,E-플러스 정기예금,"인터넷,스마트폰","- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용
- 만기 후 1개월 초과: 보통예금이율",없음,1,누구나가입가능,"인터넷,모바일로 가입가능",,6,2.55,2.55,"상품명: E-플러스 정기예금
금융회사: 대명상호저축은행
기본금리: 2.55%
최고금리: 2.55%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 누구나가입가능
가입방법: 인터넷,스마트폰"
우리금융저축은행,정기예금,영업점,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,-,1,제한없음,-,,12,3.0,3.0,"상품명: 정기예금
금융회사: 우리금융저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
우리금융저축은행,e-정기예금,"인터넷,스마트폰",*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,-,1,제한없음,-,,1,1.3,1.3,"상품명: e-정기예금
금융회사: 우리금융저축은행
기본금리: 1.3%
최고금리: 1.3%
저축기간: 1개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
우리금융저축은행,회전정기예금,영업점,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,-,1,제한없음,-,,12,2.8,2.8,"상품명: 회전정기예금
금융회사: 우리금융저축은행
기본금리: 2.8%
최고금리: 2.8%
저축기간: 12개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
우리금융저축은행,e-회전정기예금,"인터넷,스마트폰",*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,-,1,제한없음,-,,12,3.0,3.0,"상품명: e-회전정기예금
금융회사: 우리금융저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: -
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
우리금융저축은행,우리E음정기예금,스마트폰,*만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3%,우리WON저축은행 앱 전용상품,1,개인(만19세이상),-,,1,2.2,2.2,"상품명: 우리E음정기예금
금융회사: 우리금융저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: 우리WON저축은행 앱 전용상품
가입제한: 1
가입대상: 개인(만19세이상)
가입방법: 스마트폰"
청주저축은행,정기예금_본점,영업점,"1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율",없음,1,제한없음,상품 문의 ☎ 043-256-9114,,1,1.0,1.0,"상품명: 정기예금_본점
금융회사: 청주저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
청주저축은행,E-정기예금,"인터넷,스마트폰","1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율",없음,1,제한없음,상품 문의 ☎ 043-256-9114,,1,1.7,1.7,"상품명: E-정기예금
금융회사: 청주저축은행
기본금리: 1.7%
최고금리: 1.7%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
청주저축은행,펫팸정기예금_천안지점,영업점,"1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율",가입 시 +0.2% 우대금리 적용,1,반려동물을 키우는 지점방문고객(개인),상품 문의 ☎ 041-522-9114,,12,3.1,3.1,"상품명: 펫팸정기예금_천안지점
금융회사: 청주저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 가입 시 +0.2% 우대금리 적용
가입제한: 1
가입대상: 반려동물을 키우는 지점방문고객(개인)
가입방법: 영업점"
청주저축은행,정기예금_천안지점,영업점,"1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율",6개월~1년 미만 가입 시 +0.1% 우대금리 적용,1,제한없음,상품 문의 ☎ 041-522-9114,,1,1.0,1.0,"상품명: 정기예금_천안지점
금융회사: 청주저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 6개월~1년 미만 가입 시 +0.1% 우대금리 적용
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
한성저축은행,e-정기예금,인터넷,"- 만기후 계약동일 기간과 12개월 중 적은 기간 적용 : 가입시점 약정이율과 만기시점 현행이율 중 낮은 이율로 고정계산하여 적용
- 만기후 계약동일 기간과 12개월 중 적은 기간 초과 : 경과기간 종료시점의 보통예금이율 적용",없음,1,제한없음,"* 중도해지이율
- 1개월미만 : 계약일의 보통예금 이율
- 1개월이상 6개월미만 : 약정이율의 50%
- 6개월이상 12개월미만 : 약정이율의 55%
* 단, 최저금리는 보통예금이율 이상 적용",,1,1.9,1.9,"상품명: e-정기예금
금융회사: 한성저축은행
기본금리: 1.9%
최고금리: 1.9%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷"
한성저축은행,m-정기예금,스마트폰,"- 만기후 계약동일 기간과 12개월 중 적은 기간 적용 : 가입시점 약정이율과 만기시점 현행이율 중 낮은 이율로 고정계산하여 적용
- 만기후 계약동일 기간과 12개월 중 적은 기간 초과 : 경과기간 종료시점의 보통예금이율 적용",없음,1,제한없음,"* 중도해지이율
- 1개월미만 : 계약일의 보통예금 이율
- 1개월이상 6개월미만 : 약정이율의 50%
- 6개월이상 12개월미만 : 약정이율의 55%
* 단, 최저금리는 보통예금이율 이상 적용",,1,1.9,1.9,"상품명: m-정기예금
금융회사: 한성저축은행
기본금리: 1.9%
최고금리: 1.9%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
한성저축은행,정기예금,영업점,"- 만기후 계약동일 기간과 12개월 중 적은 기간 적용 : 가입시점 약정이율과 만기시점 현행이율 중 낮은 이율로 고정계산하여 적용
- 만기후 계약동일 기간과 12개월 중 적은 기간 초과 : 경과기간 종료시점의 보통예금이율 적용",없음,1,제한없음,"*방문가입
* 중도해지이율
- 1개월미만 : 계약일의 보통예금 이율
- 1개월이상 6개월미만 : 약정이율의 50%
- 6개월이상 12개월미만 : 약정이율의 55%
* 단, 최저금리는 보통예금이율 이상 적용",,1,1.9,1.9,"상품명: 정기예금
금융회사: 한성저축은행
기본금리: 1.9%
최고금리: 1.9%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인플러스저축은행,중도해지 괜찮아 369정기예금,영업점,"만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"-본 상품은 24개월 복리식 상품입니다.
상품 개설시 계약기간 입력란에 24개월을 입력하여 주시기 바랍니다.
-중도해지 시 예치기간별 약정금리 적용",,6,2.01,2.01,"상품명: 중도해지 괜찮아 369정기예금
금융회사: 상상인플러스저축은행
기본금리: 2.01%
최고금리: 2.01%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
